timestamp_ms,latitude,longitude,altitude_m,velocity_north_ms,velocity_east_ms,velocity_down_ms,velocity_2d_ms,velocity_3d_ms,heading_deg,acceleration_x_ms2,acceleration_y_ms2,acceleration_z_ms2,angular_velocity_x_rads,angular_velocity_y_rads,angular_velocity_z_rads,angular_velocity_rads,horizontal_acceleration_ms2,vertical_acceleration_ms2,acceleration_magnitude_ms2,distance_m,delta_time_s,calculated_speed_ms
1637841694640.285,56.9723341,-4.4274822,329.497,-0.4399999976158142,-0.089999996125698,-0.2999999821186065,0.4491102283454944,0.5400925721352835,45.775787353515625,0.37413476259102824,-0.8112892569144071,-9.796622407989695,0.002477029683068348,-0.0008301335282157978,-0.002079135468229604,0.0033388024830349017,0.8934019694201351,0.013377592010305861,9.8372749114625,0.0,0.0,0.0
1637841694888.349,56.9723353,-4.4274835,329.788,-0.6100000143051147,-0.1499999910593032,-0.3899999856948852,0.6281719627379363,0.7393916442671244,45.775787353515625,0.3717102490469895,-0.8143352502161627,-9.800280088846048,0.0024766902485861843,-0.0007557159813586581,-0.00209207655861968,0.0033289466140280378,0.8951594321634528,0.009719911153952765,9.84107718843946,0.15495854509693946,0.248064208984375,0.6246711112875616
1637841695142.249,56.9723352,-4.4274843,329.907,-0.8899999856948853,-0.2299999892711639,-0.4599999785423279,0.9192387990079789,1.0279104775517047,45.775787353515625,0.37529149635848286,-0.8123501144773246,-9.796863698629735,0.002564224307425272,-0.000868075053440384,-0.00212728093843902,0.003442981961649253,0.8948499403421288,0.013136301370265002,9.837646809337048,0.0497436236954914,0.25389990234375,0.19591824666456353
1637841695393.23,56.9723353,-4.4274844,329.97,-0.9300000071525574,-0.1700000017881393,-0.4799999892711639,0.945409971341388,1.0602829827984799,45.775787353515625,0.3738689673316614,-0.8150263772194893,-9.796978498730764,0.0027526845131068955,-0.0010467064846306786,-0.00210371182532976,0.0036191808379381555,0.8966861213920779,0.013021501269236069,9.837928323833736,0.012663890079681384,0.25098095703125,0.050457573472813655
1637841695642.491,56.9723365,-4.4274841,330.079,-0.7099999785423279,-0.0399999991059303,-0.4899999797344208,0.7111258464284507,0.8635970991141142,45.775787353515625,0.37551189764714793,-0.8157035662981263,-9.798495239536015,0.0026050821598618762,-0.00079583988524972,-0.002034011101350132,0.00339956105151834,0.8979874683680412,0.01150476046398552,9.839557431742344,0.13466695208536328,0.249260986328125,0.5402648608157591
1637841695890.073,56.9723363,-4.427484199999999,330.195,-0.6599999666213989,-0.0499999970197677,-0.4899999797344208,0.6618911962265585,0.8235289526069847,45.775787353515625,0.37476984563464727,-0.8128950496310199,-9.795284016506367,0.002470473446883216,-0.0009571183600928519,-0.002158877504989456,0.003417611254740856,0.8951261357549759,0.0147159834936339,9.836098808111718,0.023050020146838938,0.24758203125,0.09310053734700885
1637841696140.032,56.9723389,-4.4274853,330.456,-0.4399999976158142,-0.0999999940395355,-0.5299999713897705,0.4512205632612765,0.6960603180637301,45.775787353515625,0.379186782444304,-0.8164141695711384,-9.797701856271619,0.0026441226387395877,-0.0006224592868238615,-0.00206908276537428,0.003414665954733691,0.9001748231632539,0.012298143728381561,9.83896724136458,0.2966937801681117,0.249958984375,1.186969857914761
1637841696389.989,56.9723396,-4.4274833,330.177,-0.3100000023841858,0.0499999970197677,-0.4799999892711639,0.31400637124136827,0.5735852080384304,45.775787353515625,0.37290384714933,-0.8110992609936403,-9.79691894763966,0.002377674798481116,-0.0008464886527508427,-0.002196259060874532,0.003345659030600942,0.8927145626700621,0.01308105236033974,9.837507822463177,0.14405178174761346,0.24995703125,0.5763061796150752
1637841696639.947,56.9723399,-4.427482299999999,330.039,-0.2399999946355819,0.0700000002980232,-0.4399999976158142,0.2499999949336051,0.5060632325794071,45.775787353515625,0.3739518218495863,-0.821066355987008,-9.795405737346682,0.002590129761956576,-0.0009819192183203806,-0.002248393781483124,0.0035676619979605854,0.9022139025743334,0.014594262653318424,9.836867564689621,0.06918011845441753,0.2499580078125,0.2767669620183216
1637841696889.904,56.9723401,-4.4274819,329.974,-0.1599999964237213,0.0399999991059303,-0.4099999964237213,0.1649242213383627,0.44192759118606384,45.775787353515625,0.37720686064080783,-0.8086869303472883,-9.79504408195713,0.002636435930617112,-0.000803641406528175,-0.002265251094941004,0.0035676317704700015,0.8923337755733635,0.014955918042870664,9.835606139659742,0.03289785018378126,0.24995703125,0.13161402189513827
1637841697139.862,56.9723412,-4.4274828,330.194,-0.0299999993294477,-0.0199999995529651,-0.429999977350235,0.03605551194873631,0.43150895756993046,45.775787353515625,0.3770208876920131,-0.8148867115568641,-9.799172583512954,0.002491216827183908,-0.000813179602846488,-0.0020432675164192477,0.0033230053400775494,0.8978781111197852,0.010827416487046548,9.840221970255547,0.1339254592416338,0.2499580078125,0.5357918332510265
1637841697391.201,56.972341,-4.4274843,330.503,-0.0499999970197677,-0.1299999952316284,-0.449999988079071,0.13928387725146146,0.4710626155123799,45.775787353515625,0.3759861392610338,-0.8177268800848191,-9.7978960110657,0.002397493738681024,-0.0008653009869158079,-0.001979393409565044,0.0032271845771200806,0.9000237926464331,0.012103988934301313,9.8391467653952,0.09358978796761144,0.2513388671875,0.37236496294778404
1637841697641.39,56.9723417,-4.427485,330.761,0.0399999991059303,-0.1099999994039535,-0.4699999988079071,0.11704699824149356,0.4843552401665299,45.775787353515625,0.371155502693214,-0.8125775051866009,-9.79604686434674,0.0026109965937211642,-0.000869377632625392,-0.002091469855513364,0.0034564963238883886,0.893330067284614,0.013953135653260063,9.836695216259997,0.08864723339725118,0.25018896484375,0.35432111665122346
1637841697890.264,56.972342,-4.4274847,330.761,0.0999999940395355,-0.0599999986588954,-0.449999988079071,0.11661903209585726,0.4648655589717726,45.775787353515625,0.37676398301073505,-0.8121369977928299,-9.795403118688574,0.002316123470663968,-0.0008479144459124584,-0.0022371763340197077,0.003329916633858181,0.8952751543955993,0.014596881311426557,9.836230978362185,0.03799167053735647,0.2488740234375,0.1526542224560345
1637841698140.288,56.9723416,-4.4274838,330.607,0.089999996125698,-0.0299999993294477,-0.4099999964237213,0.09486832591751852,0.4208325038894263,45.775787353515625,0.3763999573848815,-0.8208220667496221,-9.798762997327659,0.002685907580889716,-0.0008749175304546885,-0.002066771890968044,0.003500160891655325,0.9030092985027682,0.011237002672341845,9.840283637730174,0.07038111306196161,0.250024169921875,0.2814972371829235
1637841698390.311,56.9723417,-4.4274834,330.576,0.0700000002980232,-0.0299999993294477,-0.3899999856948852,0.07615773106842214,0.39736631568805725,45.775787353515625,0.3710005254794359,-0.8079623219295684,-9.795505363259203,0.002340188557282044,-0.0009166192030533962,-0.002197662401013032,0.0033386214633986918,0.8890694593583996,0.014494636740797873,9.835769915222887,0.02667094256511627,0.25002294921875,0.10667397792264795
1637841698640.336,56.9723426,-4.4274843,330.898,0.1299999952316284,-0.0599999986588954,-0.4099999964237213,0.14317820574127493,0.4342810100231673,45.775787353515625,0.379753416512207,-0.8187039902726104,-9.79710248751605,0.002619053428061252,-0.0010053027141839121,-0.002110368274152232,0.003510516864897989,0.9024903772567263,0.01289751248395099,9.83858252147809,0.11397501264394806,0.25002490234375,0.4558546431796942
1637841698890.359,56.9723437,-4.4274852,331.099,0.2199999988079071,-0.0999999940395355,-0.4199999868869781,0.24166091592019232,0.48456164444624383,45.775787353515625,0.3722456871811255,-0.8099608227616346,-9.796380111971985,0.002485558358021024,-0.0009111060400027706,-0.002079875804483836,0.003366600351888383,0.891405287191888,0.013619888028015836,9.83685247852553,0.13392545837694417,0.25002294921875,0.535652662267295
1637841699140.383,56.972344,-4.427486,331.432,0.25,-0.089999996125698,-0.449999988079071,0.26570660379942695,0.522589694285861,45.775787353515625,0.374955342198094,-0.8168499364923059,-9.795370829698854,0.0024559517763554518,-0.0008500088681466789,-0.0021278034569695158,0.003358833391998317,0.8987965995654267,0.014629170301146743,9.836519964840493,0.05885211914311402,0.250024169921875,0.2353857195546476
1637841699389.85,56.9723449,-4.4274879,331.705,0.209999993443489,-0.2399999946355819,-0.4799999892711639,0.31890436602741074,0.57628116780931,45.775787353515625,0.37435811133137065,-0.8149339759976436,-9.800613102662533,0.002540499661117748,-0.000856816048035384,-0.0020636152056976637,0.0033833090289680868,0.8968062113717316,0.009386897337467559,9.8415587469077,0.1525614064496167,0.249467041015625,0.6115493486775322
1637841699639.835,56.972345,-4.4274885,331.926,0.1099999994039535,-0.209999993443489,-0.5,0.23706538573806002,0.5533534106835659,45.775787353515625,0.3753146361191725,-0.8118892131144861,-9.795204708575065,0.00251498694531614,-0.0011082299647386861,-0.0021916246647014723,0.0035151887091283106,0.8944412616024187,0.014795291424935186,9.83595752600366,0.03802576725755436,0.24998486328125,0.15211227895335722
1637841699889.819,56.9723442,-4.4274887,331.838,0.0199999995529651,-0.209999993443489,-0.4699999988079071,0.21095022452792989,0.5151698711180777,45.775787353515625,0.3771670780803396,-0.8157989018199067,-9.797771367615887,0.0025374527648090762,-0.0008181050536222665,-0.0020540668070315802,0.0033655835838897878,0.8987674076190273,0.012228632384113425,9.838907796349751,0.08977796720526254,0.249984130859375,0.3591346654550879
1637841700139.802,56.9723439,-4.4274887,331.862,0.0399999991059303,-0.1400000005960464,-0.4599999785423279,0.1456021981131034,0.48249350291409054,45.775787353515625,0.3710191308114915,-0.8150030080339542,-9.798821472898467,0.002488846662454256,-0.0010435572615824422,-0.00199983817525202,0.003358976361126476,0.8954803730582309,0.01117852710153322,9.839653822989334,0.03335847798380254,0.24998291015625,0.1334430340176137
1637841700389.787,56.9723439,-4.4274895,332.082,0.0700000002980232,-0.1199999973177909,-0.4699999988079071,0.13892443772782767,0.4901020284363509,45.775787353515625,0.3792937470292713,-0.8138706985140629,-9.799060004595145,0.0025778945861383755,-0.0008057038370315956,-0.0019153540511615,0.003311084461554817,0.8979138379796101,0.010939995404855907,9.840113121000767,0.04848488336707291,0.249985107421875,0.1939510871951656
1637841700639.77,56.9723429,-4.4274904,332.196,-0.0599999986588954,-0.1799999922513961,-0.4799999892711639,0.18973665183503716,0.5161395031867717,45.775787353515625,0.37145542087975886,-0.8156569886705785,-9.792863745130012,0.002494434202089848,-0.0008429591270396436,-0.002082082722336008,0.003356761913074143,0.8962563544366728,0.01713625486998893,9.833791526341704,0.12385282645329526,0.24998291015625,0.49544517413563177
1637841700889.755,56.9723428,-4.4274907,332.307,-0.0399999991059303,-0.1199999973177909,-0.4799999892711639,0.12649110357943852,0.49638693474452134,45.775787353515625,0.37840066478711776,-0.8115772362411582,-9.793445952322617,0.002497250093147104,-0.0007750114984810399,-0.002114266457501744,0.0033625917837016763,0.8954578010694694,0.01655404767738311,9.834298566474398,0.021312487742965663,0.24998486328125,0.08525511290252667
1637841701139.739,56.9723435,-4.427492099999999,332.447,0.0700000002980232,-0.1599999964237213,-0.4799999892711639,0.17464248880874916,0.5107837004032446,45.775787353515625,0.3729956638492763,-0.8161301123863319,-9.793471975237576,0.002506873998790936,-0.000750009285984548,-0.002113911681808472,0.0033638599515085988,0.8973260976891785,0.01652802476242421,9.834494773772462,0.11514247186103314,0.249984130859375,0.46059912469325864
1637841701389.723,56.9723432,-4.4274926,332.609,0.0700000002980232,-0.1199999973177909,-0.4899999797344208,0.13892443772782767,0.5093132430417707,45.775787353515625,0.3764153741499763,-0.8152437229199256,-9.799159724031169,0.002501454460434564,-0.0008843130618333755,-0.00204393712803716,0.0033491734789834176,0.8979481397368153,0.010840275968831747,9.840215554485146,0.0450673173738822,0.24998388671875,0.18028088916221308
1637841701639.707,56.9723423,-4.4274922,332.48900000000003,0.0299999993294477,-0.089999996125698,-0.449999988079071,0.09486832591751852,0.45989127903620497,45.775787353515625,0.37254628925829253,-0.8162885178210496,-9.796706485619692,0.0024496465921401483,-0.000760438597062592,-0.002160563995130312,0.003353665466819823,0.8972835014456743,0.013293514380308125,9.837711911178816,0.10296984196385096,0.249984130859375,0.41190551420152016
1637841701889.691,56.9723427,-4.4274925,332.567,0.1099999994039535,-0.0499999970197677,-0.449999988079071,0.12083045796009609,0.46593989831523397,45.775787353515625,0.376560262515772,-0.8123796912854305,-9.796695870702,0.00246050375513728,-0.0007957628578878836,-0.002144426470622372,0.0033594467019056086,0.8954096236466071,0.013304129297999623,9.837530603619417,0.04805069056950287,0.24998388671875,0.19221515114517512
1637841702139.675,56.9723452,-4.4274942,332.951,0.3299999833106994,-0.0799999982118606,-0.4799999892711639,0.33955852028620864,0.587962565474433,45.775787353515625,0.3764755185308076,-0.8162458389545703,-9.7982678371363,0.0025559593038633004,-0.0007434903760440441,-0.002048812711145688,0.00335906823801298,0.8988832436216011,0.011732162863699713,9.839412771803172,0.2964661980936365,0.249984130859375,1.1859400717736333
1637841702389.659,56.9723453,-4.4274949,333.099,0.2999999821186065,-0.1099999994039535,-0.4899999797344208,0.3195308891798006,0.5849786058308173,45.775787353515625,0.3734975986494476,-0.8137726332750128,-9.798665545836602,0.00258982685860242,-0.000906862904084848,-0.0021097852452657603,0.003461328829436,0.8953917326311721,0.011334454163398178,9.839490476342236,0.04385729051202706,0.24998388671875,0.17544046973463412
1637841702639.643,56.9723441,-4.4274946,333.008,0.1299999952316284,-0.1299999952316284,-0.4599999785423279,0.18384775636500655,0.4953786206321271,45.775787353515625,0.3746096281820417,-0.8135167588135823,-9.794903960367424,0.0024800424929707723,-0.0008256530202925161,-0.00213977024424816,0.003378006864266067,0.8956237437658985,0.015096039632576108,9.835765627708842,0.1346669515054032,0.249984130859375,0.5387020009728465
1637841702889.627,56.9723437,-4.4274931,332.803,0.0799999982118606,0.0099999997764825,-0.4199999868869781,0.0806225756809304,0.42766808238923926,45.775787353515625,0.3759319993814134,-0.8163191146198698,-9.795984671216651,0.002680833600461432,-0.0008641128579620137,-0.0021609860262833077,0.0035501296357245892,0.8987222958470961,0.014015328783349545,9.837124449947977,0.10120654401336292,0.24998388671875,0.4048522700474196
1637841703139.611,56.9723452,-4.4274939,332.738,0.1599999964237213,-0.0700000002980232,-0.3999999761581421,0.17464248880874916,0.43646303374263934,45.775787353515625,0.3747970112899185,-0.8130797264025028,-9.79572804272197,0.002443080693483304,-0.0007874817738775057,-0.00216252057347442,0.003356376923076468,0.8953052223452201,0.0142719572780301,9.836557290441013,0.1736965311819407,0.249984130859375,0.6948302301622946
1637841703389.596,56.9723473,-4.4274946,332.844,0.2999999821186065,-0.0399999991059303,-0.4099999964237213,0.3026549011657314,0.5096076787756344,45.775787353515625,0.37576174568779636,-0.8177130006123196,-9.794885208904894,0.002538986648432872,-0.0008709016744978521,-0.002155595696531184,0.0034426030463106418,0.8999174633780275,0.015114791095106384,9.836138861185146,0.23733190610116903,0.24998486328125,0.9493851067060587
1637841703639.579,56.9723456,-4.4274952,332.901,0.1099999994039535,-0.0799999982118606,-0.3999999761581421,0.13601470355357714,0.4224925804192089,45.775787353515625,0.3749578702553086,-0.8151955787736875,-9.794348921752698,0.0023873600363730836,-0.000899567554006344,-0.002169543555937672,0.0033489743159067268,0.8972943976859346,0.015651078247302053,9.835365170503676,0.19249721284140542,0.249983154296875,0.7700407388763467
1637841703889.564,56.9723458,-4.4274967,332.96500000000003,0.0099999997764825,-0.1899999976158142,-0.4099999964237213,0.19026297351176621,0.45199557094842263,45.775787353515625,0.3754978822733068,-0.815165680478537,-9.796030521114435,0.002510656043887076,-0.0008768299454823001,-0.002180001069791564,0.0034386958557414697,0.8974930340798053,0.013969478885565323,9.837057879103249,0.0935897770621055,0.24998486328125,0.37438177589500937
1637841704139.547,56.972349,-4.427497499999999,333.03700000000003,0.1700000017881393,-0.1400000005960464,-0.4199999868869781,0.22022715721468222,0.4742362172587856,45.775787353515625,0.374278942224021,-0.8150915397208263,-9.79669355599528,0.00243402103427792,-0.0008960595331154709,-0.001998919092584356,0.003274608162955186,0.8969163532441581,0.01330644400472103,9.837665555140418,0.35911187043800935,0.249983154296875,1.4365442801459143
1637841704390.358,56.9723501,-4.4274962,332.776,0.199999988079071,-0.0099999997764825,-0.3799999952316284,0.2002498320277902,0.4295346221239864,45.775787353515625,0.3717718605777881,-0.8134942430300203,-9.798218433345369,0.002367780329659536,-0.0008364587416872239,-0.00229658384807404,0.0034029904918030786,0.8944200354198557,0.011781566654631703,9.838956838370082,0.14549348473165113,0.250810791015625,0.5800926034421988
1637841704640.383,56.9723503,-4.4274962,332.625,0.1499999910593032,0.0,-0.3499999940395355,0.1499999910593032,0.38078864629275117,45.775787353515625,0.3797288461341688,-0.8144555243647779,-9.796766667994447,0.002634414304047776,-0.000999739181715984,-0.002144741327501784,0.003541120234999623,0.8986277303503896,0.013233332005553322,9.837894538206928,0.022238985558309388,0.250025146484375,0.08894699541631579
1637841704890.409,56.9723529,-4.427497499999999,332.894,0.3100000023841858,-0.0599999986588954,-0.3799999952316284,0.3157530701628452,0.49406477074701477,45.775787353515625,0.37284644417620655,-0.8123710432839301,-9.797077376455254,0.0026124708261340357,-0.001039657086366768,-0.002153803119435852,0.0035418580649040263,0.8938462859468971,0.012922623544746159,9.83776835990523,0.29965026788766125,0.25002587890625,1.1984770104538598
1637841705140.434,56.972355,-4.427498,333.07800000000003,0.3499999940395355,-0.0499999970197677,-0.4099999964237213,0.3535533842712465,0.5413871005085946,45.775787353515625,0.37174986940263066,-0.81795761133675,-9.79610632191434,0.002467157808132412,-0.0009334600507281528,-0.002083570784889116,0.003361470293216583,0.8984723809581432,0.01389367808566,9.837222763036054,0.23546738434110046,0.250025146484375,0.9417748080624189
1637841705390.46,56.9723569,-4.4274981,333.07,0.4099999964237213,-0.0499999970197677,-0.3999999761581421,0.41303752465051924,0.5749782410630359,45.775787353515625,0.37848710388559026,-0.8100797905038047,-9.79554539131887,0.002507872874848492,-0.000828695388045156,-0.0022218222124501517,0.00345147162038239,0.8941374361866243,0.01445460868113102,9.836269174243796,0.21135727199975898,0.25002587890625,0.8453415819368433
1637841705640.485,56.9723559,-4.4274973,332.951,0.2599999904632568,0.0199999995529651,-0.3700000047683716,0.2607680866651673,0.4526588103103785,45.775787353515625,0.3737080338397291,-0.8197320473891472,-9.797005036024993,0.002424573018215552,-0.0007850534329190773,-0.002088926089927508,0.003295220087092322,0.9008986203081671,0.012994963975007323,9.838339595682406,0.12130578777031888,0.250025146484375,0.4851743493644937
1637841705890.511,56.9723557,-4.4274982,333.085,0.199999988079071,-0.0499999970197677,-0.3799999952316284,0.20615526899307066,0.4323193163734914,45.775787353515625,0.3760313885625655,-0.8109489015028669,-9.796086985929911,0.002511756601743348,-0.000896223804447776,-0.002133523179218124,0.0034152685824574832,0.8938891016412481,0.013913014070089602,9.836785956903727,0.05890485068966348,0.25002587890625,0.23559501499343
1637841706140.535,56.9723566,-4.4274988,333.081,0.25,-0.0799999982118606,-0.3799999952316284,0.26248809442315224,0.46184412531711966,45.775787353515625,0.3743811604911659,-0.8143100368640352,-9.796639312363022,0.00243088868912304,-0.0009563049278221797,-0.002028635141905348,0.0033074309475568265,0.8962488992842438,0.013360687636978952,9.837550706654824,0.10647726248705187,0.25002392578125,0.4258682930217269
1637841706390.561,56.9723571,-4.4275003,333.233,0.25,-0.1400000005960464,-0.3899999856948852,0.28653097592911836,0.48394213394671853,45.775787353515625,0.37268487063279454,-0.8143947165515908,-9.79531296203082,0.0025434579653664958,-0.000912826788844536,-0.0020933757768943403,0.0034182822164511933,0.8956186505124425,0.014687037969180139,9.836172466527554,0.10656240882663763,0.250026123046875,0.42620510020330665
1637841706640.586,56.9723573,-4.427503499999999,333.61400000000003,0.1899999976158142,-0.2899999916553497,-0.449999988079071,0.34669870818062226,0.5680668829682614,45.775787353515625,0.37652972416914166,-0.8131050420459627,-9.797227037442358,0.0024541906546800764,-0.0008646980626508404,-0.002091811499558336,0.0033386269421358883,0.8960549327934402,0.012772962557642487,9.838118319362449,0.19521036901876132,0.25002490234375,0.7807637046903984
1637841706890.612,56.9723569,-4.4275044,333.76800000000003,0.1400000005960464,-0.199999988079071,-0.4599999785423279,0.24413110289047876,0.520768639279924,45.775787353515625,0.3713446042954749,-0.8188896519634937,-9.79454875809964,0.002471613008528896,-0.0009180906927212947,-0.0020039853593334083,0.003311754626238692,0.8991535337372893,0.015451241900359847,9.835733955939611,0.0703810957724783,0.250026123046875,0.28149496906482535
1637841707140.637,56.9723574,-4.4275049,333.795,0.199999988079071,-0.1299999952316284,-0.4599999785423279,0.23853719624379746,0.5181698314749654,45.775787353515625,0.3749138265301943,-0.8103185150927089,-9.796964353300801,0.0024218457005917484,-0.0008546733111143001,-0.0019923361041582683,0.0032504163145877737,0.8928473963816914,0.013035646699199432,9.837565095747633,0.06331944555196162,0.25002490234375,0.25325255587903817
1637841707390.663,56.9723571,-4.4275045,333.698,0.1899999976158142,-0.0599999986588954,-0.429999977350235,0.19924858577434584,0.47391980276654344,45.775787353515625,0.3709302980958412,-0.8169784173283875,-9.799866364245704,0.0025720560550689282,-0.0008429771265946222,-0.002059248292352956,0.00340096843795073,0.8972418962720513,0.010133635754296932,9.84085482961212,0.04123691988223818,0.250026123046875,0.1649304455859081
1637841707640.688,56.9723579,-4.4275049,333.75100000000003,0.2899999916553497,-0.089999996125698,-0.4199999868869781,0.30364451989576324,0.5182663248251717,45.775787353515625,0.3732918323278369,-0.8109941931822362,-9.797192924744314,0.002705975743010588,-0.0008868388598784679,-0.002182468557730272,0.0035877509515897976,0.8927812573402177,0.012807075255686584,9.837786721520143,0.09220008109649597,0.25002490234375,0.3687635920750545
1637841707890.714,56.9723578,-4.4275047,333.887,0.3100000023841858,-0.0499999970197677,-0.429999977350235,0.31400637124136827,0.5324471632954528,45.775787353515625,0.37515915621656093,-0.8161496821795214,-9.795384881605314,0.0025191464042290555,-0.0008886252995580373,-0.0021005845256149317,0.003398265569111352,0.8982453429964755,0.014615118394686988,9.836483603147864,0.016448921289540883,0.250026123046875,0.06578881074141614
1637841708140.739,56.9723566,-4.427504,333.812,0.2299999892711639,-0.0299999993294477,-0.3999999761581421,0.23194825936941707,0.4623850948625146,45.775787353515625,0.37591093028955214,-0.8129426355588442,-9.795920023094586,0.0025119793880730356,-0.0008869637968018518,-0.002209979884792068,0.0034613229138765,0.8956476741557007,0.014079976905414071,9.83677964859872,0.1400158080614181,0.25002490234375,0.5600074502535572
1637841708390.765,56.9723554,-4.4275034,333.735,0.1599999964237213,0.0,-0.3799999952316284,0.1599999964237213,0.41231055677926615,45.775787353515625,0.3745929196235494,-0.8145045599069124,-9.793437137732376,0.002482775440439532,-0.0008510771242436009,-0.002183805136010004,0.0034143097444614104,0.8965141011390998,0.016562862267624823,9.834386025790169,0.1383001227248893,0.25002587890625,0.5531432319321893
1637841708640.79,56.9723549,-4.4275033,333.591,0.1400000005960464,-0.0399999991059303,-0.3400000035762787,0.1456021981131034,0.3698648435945716,45.775787353515625,0.37709521549673153,-0.8160946406748713,-9.797804311270134,0.0025819441163911876,-0.0008271162724122194,-0.002305839257314748,0.003559136331869009,0.8990057085963212,0.012195688729866205,9.838962373443268,0.05592681691547961,0.250025146484375,0.22368476811981264
1637841708890.816,56.9723542,-4.4275028,333.315,0.1199999973177909,-0.0799999982118606,-0.2899999916553497,0.14422204779494543,0.3238826859069043,45.775787353515625,0.37439757094348947,-0.8141630646776684,-9.7947099458586,0.00251108711119736,-0.0007969684666022563,-0.002149311103858,0.0034000375641964824,0.8961222221403276,0.015290054141400944,9.835617823020325,0.0835271647316092,0.25002587890625,0.3340740770395558
1637841709140.841,56.972355,-4.427503,333.403,0.1599999964237213,-0.089999996125698,-0.3100000023841858,0.1835755924904411,0.36027767018844187,45.775787353515625,0.3747080529020599,-0.8154507693444958,-9.795550114255816,0.002472149962559292,-0.0008455730148125261,-0.001937200005631844,0.0032525779041525,0.8974219086551113,0.014449885744184598,9.836572986718053,0.08977796746674563,0.250025146484375,0.3590757518958445
1637841709390.866,56.972356,-4.4275049,333.64,0.1799999922513961,-0.2299999892711639,-0.3499999940395355,0.292061624105664,0.4558508397523394,45.775787353515625,0.37358606311630127,-0.814090931752682,-9.794782613621123,0.002549397964030464,-0.001064672822831176,-0.002116704247891856,0.003480430299793606,0.8957179197251147,0.015217386378877151,9.83565336110476,0.16007558811816325,0.25002490234375,0.640238578707977
1637841709640.891,56.9723559,-4.4275044,333.603,0.209999993443489,-0.1400000005960464,-0.3299999833106994,0.2523885841577594,0.4154515451869451,45.775787353515625,0.37804904563857744,-0.8160263071422303,-9.799388085046798,0.002428907281719092,-0.0007786634331568963,-0.002100128396414172,0.003304004631768678,0.8993442137782535,0.010611914953202017,9.840570453800611,0.032278746603770996,0.250025146484375,0.12910200056932358
1637841709890.917,56.9723553,-4.4275027,333.354,0.2299999892711639,-0.0099999997764825,-0.2899999916553497,0.23021727793600802,0.3702701584253963,45.775787353515625,0.3756642021345414,-0.8146783879519438,-9.796143333841005,0.00255887240171428,-0.000967240817844844,-0.0021469702594912963,0.0034774795561009837,0.8971200970669196,0.013856666158995168,9.837136203475021,0.12274528163630391,0.25002587890625,0.49093030758759426
