timestamp,longitude,latitude,speed,heading
0.0,440293.70243926847,4428001.298584704,0.0,324.6029256160789
1.0,440293.12319971866,4428002.113742078,1.0,324.6029256160789
2.0,440292.65546403546,4428002.771981301,2.0,324.60292562629934
3.0,440292.65546403546,4428002.771981301,2.0,324.60292562629934
4.0,440292.3494720913,4428002.9408804,3.0,298.8974843254664
5.0,440292.3494720913,4428002.9408804,3.0,298.8974843254664
6.0,440293.7430291965,4428001.031869748,4.0,143.8709605871367
7.0,440293.7430291965,4428001.031869748,4.0,143.8709605871367
8.0,440295.1373705274,4428000.310537274,5.0,117.35381255288733
9.0,440295.1373705274,4428000.310537274,5.0,117.35381255288733
10.0,440293.9476338033,4427999.909179152,4.999426827896175,251.35815817330706
11.0,440293.9476338033,4427999.909179152,4.999426827896175,251.35815817330706
12.0,440298.6990650743,4428001.716461606,5.083539022461305,69.1748917469109
13.0,440303.4842860958,4428003.536596529,5.119690553389749,69.17489174721172
14.0,440308.23774052045,4428005.344648522,5.0857035871772585,69.17489174589662
15.0,440312.95575086033,4428007.139218794,5.047782089857822,69.17489174683023
16.0,440316.0208453613,4428008.305076237,4.914908167112038,69.17489175221888
17.0,440316.0208453613,4428008.305076237,4.914908167112038,69.17489175221888
18.0,440315.3714960687,4428013.187028316,4.924947776586267,352.4235496820128
19.0,440314.73769157636,4428017.952111137,4.807049242966537,352.42354968179643
20.0,440314.0675210816,4428022.990601634,5.082864839594521,352.4235496815849
21.0,440313.4119710449,4428027.919172282,4.971976919664273,352.4235496816812
22.0,440312.7560864313,4428032.850258354,5.074815275488467,352.4235496816017
23.0,440312.7560864313,4428032.850258354,5.074815275488467,352.4235496816017
24.0,440308.0286228165,4428034.365331355,4.964308454052839,287.7697854460498
25.0,440303.3346338003,4428035.869676306,4.929156785654032,287.7697854462998
26.0,440298.62732518755,4428037.378289966,4.9431436910116915,287.76978544711096
27.0,440293.8563351511,4428038.9073124565,5.010015539341317,287.7697854464058
28.0,440289.22370321257,4428040.391993491,4.864725732617437,287.7697854463206
29.0,440284.474438128,4428041.914053498,4.987202172454837,287.76978544810015
30.0,440279.60323154705,4428043.475193715,5.1152529097745445,287.76978544999895
31.0,440277.5715303222,4428044.126319968,4.998390150483788,287.7697854494885
32.0,440277.5715303222,4428044.126319968,4.998390150483788,287.7697854494885
33.0,440273.2797783634,4428046.637051936,4.97221378193291,300.3282017790971
34.0,440268.96663017484,4428049.160300984,4.997002406747824,300.3282017798631
35.0,440264.42679795495,4428051.816163205,5.259627431482243,300.3282017793964
36.0,440260.0844679915,4428054.356483978,5.030810982870951,300.32820177882274
37.0,440255.82299985684,4428056.849499507,4.937128425445442,300.3282017797095
38.0,440251.6303699525,4428059.302243755,4.8573758208119475,300.3282017803381
39.0,440248.493058377,4428061.137612748,4.990016441647859,300.328201785301
40.0,440248.493058377,4428061.137612748,4.990016441647859,300.328201785301
41.0,440249.650951507,4428065.969592735,4.968777223563,13.475751398039453
42.0,440250.82853935705,4428070.883760354,5.053291652450471,13.47575139808854
43.0,440252.003482382,4428075.786890906,5.041942118820339,13.475751398213562
44.0,440253.16541605943,4428080.635732419,4.986116112141638,13.475751398198032
45.0,440254.35044922505,4428085.58096993,5.085241159056725,13.475751398239051
46.0,440255.5020229274,4428090.386578443,4.9416591526618125,13.47575139768142
47.0,440256.03024860163,4428092.590906132,4.949343761900501,13.475751397019867
48.0,440256.03024860163,4428092.590906132,4.949343761900501,13.475751397019867
49.0,440258.4249149805,4428097.075465542,5.083866655056233,28.10133870848092
50.0,440260.7965306643,4428101.516857264,5.034930126386241,28.10133870888306
51.0,440263.1768552948,4428105.974558475,5.053419183434952,28.101338708573223
52.0,440265.56188525516,4428110.441071492,5.063408579148182,28.10133870799159
53.0,440267.8950866942,4428114.810523772,4.953376846378097,28.101338707358376
54.0,440270.1867897575,4428119.102260871,4.8652759691794305,28.101338707265544
55.0,440272.56671925366,4428123.559222104,5.052580314935466,28.101338708821057
56.0,440272.8814774739,4428124.148678719,5.229007080452184,28.101338716611867
57.0,440272.8814774739,4428124.148678719,5.229007080452184,28.101338716611867
58.0,440276.14212958724,4428128.004528013,5.04969563285568,40.219125068617004
59.0,440279.3710645829,4428131.822870569,5.000576074819242,40.21912506838023
60.0,440282.59110394964,4428135.630693695,4.9867996225007625,40.219125068664454
61.0,440285.9661253028,4428139.621789111,5.226816598364865,40.21912506891236
62.0,440289.0604789992,4428143.28098399,4.792153165734319,40.219125069254765
63.0,440292.2628804109,4428147.06794954,4.95948413407826,40.21912506911803
64.0,440295.42249375937,4428150.8043165235,4.893219261837055,40.21912506938637
65.0,440298.6794399805,4428154.655783454,5.043956404083981,40.219125070200604
66.0,440301.78838672227,4428158.332235183,4.814753073605606,40.219125069217625
67.0,440304.99551232276,4428162.124787272,4.9668003749535865,40.21912506750151
68.0,440307.48495854734,4428165.068655288,5.0906880062338145,40.219125071008136
69.0,440307.48495854734,4428165.068655288,5.0906880062338145,40.219125071008136
70.0,440310.42695002694,4428169.094152272,4.985974311244168,36.160803197528566
71.0,440313.31165683956,4428173.041267229,4.888890454939538,36.160803197642245
72.0,440316.27757530403,4428177.099503263,5.0265248473393775,36.16080319785588
73.0,440319.25221410336,4428181.169671242,5.04130373632304,36.16080319803884
74.0,440322.2321691074,4428185.247113329,5.050313436132409,36.16080319844335
75.0,440325.20794481516,4428189.318836928,5.043230525070509,36.160803198129656
76.0,440328.23811191675,4428193.464983718,5.1354109730173,36.160803198130786
77.0,440331.22507440846,4428197.552014079,5.062189457443181,36.160803197929525
78.0,440334.25284145423,4428201.694876896,5.1313434505547795,36.16080319755762
79.0,440337.18597659183,4428205.708255838,4.970964922574975,36.16080319698205
80.0,440340.1444670527,4428209.756328209,5.013936151776796,36.160803198084956
81.0,440341.23297590966,4428211.245723794,5.051114290698448,36.16080319652712
82.0,440341.23297590966,4428211.245723794,5.051114290698448,36.16080319652712
83.0,440345.317200415,4428214.324458963,5.114635866819301,52.99059490749181
84.0,440349.2313492651,4428217.274989157,4.901651726082243,52.99059490766756
85.0,440353.1979667266,4428220.26507079,4.967357673858229,52.990594907765896
86.0,440357.2492798681,4428223.318996997,5.0734212758622075,52.990594907858465
87.0,440361.1997357508,4428226.296895847,4.947118680950738,52.99059490799483
88.0,440365.08478724747,4428229.225492123,4.865213384570968,52.990594907757924
89.0,440369.0240511409,4428232.194954324,4.933103058214454,52.990594908063876
90.0,440372.9552232979,4428235.15831688,4.9229698529276735,52.990594908748506
91.0,440376.90749552305,4428238.137584911,4.949393269527798,52.990594908214504
92.0,440380.9496686069,4428241.184621236,5.061975267778106,52.990594909217336
93.0,440384.9890451208,4428244.229549476,5.058473149592188,52.99059490704903
94.0,440386.9935291596,4428245.740552482,5.145163957253467,52.99059490666686
95.0,440386.9935291596,4428245.740552482,5.145163957253467,52.99059490666686
96.0,440391.4887859174,4428247.841010865,4.961779795100968,64.95514758914639
97.0,440395.9801119707,4428249.9396325825,4.957441157360258,64.9551475893781
98.0,440400.3517988187,4428251.982351559,4.825385654508253,64.95514758979745
99.0,440404.89421786286,4428254.104847041,5.013836638985944,64.95514758976154
100.0,440409.35100059747,4428256.187328011,4.919312892392501,64.9551475898844
101.0,440413.943156777,4428258.333063719,5.068735552793354,64.95514758981456
102.0,440418.4461839116,4428260.437152895,4.970356590599417,64.95514759049932
103.0,440422.94464736135,4428262.53910964,4.9653192812520475,64.9551475899183
104.0,440427.4350641394,4428264.637306488,4.9564375164840655,64.95514759024248
105.0,440431.98480488226,4428266.763223114,5.0219181920955585,64.95514759036476
