window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-26 15:35:50.106623047,2021-11-26 15:36:20.106623047,56.97231132644628,-4.427466182644627,56.9723111,-4.4274772,56.9723107,-4.4274515,0.0938283037787219,0.07170228280566192,0.0,0.4420407057364656,5.86222134976754,5.811375859641863,0.014971242687677085,5.832592093904366,5.800898706919643,2.8988308706459973,0.25299916715403226,3.2573642075596854,2.721777370935536,40.0,121
1,2021-11-26 15:36:20.106623047,2021-11-26 15:36:50.106623047,56.972296155,-4.427455139166667,56.9723102,-4.4274512,56.972284,-4.4274615,0.11578092693532734,0.0630841188330575,0.0099999997764825,0.2842534022417001,5.721685671466602,5.800898706919641,1.783804909128981e-15,5.800898706919643,5.800898706919643,2.721777370935535,8.919024545644905e-16,2.721777370935536,2.721777370935536,40.0,120
2,2021-11-26 15:36:50.106623047,2021-11-26 15:37:20.106623047,56.97228119583333,-4.427475265833333,56.9722836,-4.427462,56.9722753,-4.4274816,0.08344691840227532,0.029204201594080652,0.0299999993294477,0.1726267666607187,4.763673728271197,5.825989304949216,0.01292517276374119,5.832592093904366,5.800898706919643,3.1457836165963196,0.2184226127895253,3.2573642075596854,2.721777370935536,40.0,120
3,2021-11-26 15:37:20.106623047,2021-11-26 15:37:50.106623047,56.9722795625,-4.4274792825,56.9722751,-4.4274816,56.972291,-4.4274742,0.047038873577671135,0.02256294812615808,0.0099999997764825,0.1303840477611928,4.2540140177664165,5.778177601204675,0.17200799492452556,5.832592093904366,5.2389794462713635,3.2313091215470204,0.08236193852542734,3.2573642075596854,2.973126905603354,40.0,120
4,2021-11-26 15:37:50.106623047,2021-11-26 15:38:20.106623047,56.97229776833333,-4.427469459999999,56.9722916,-4.4274743,56.9722964,-4.4274722,0.033510010821283104,0.022332380337015418,0.0,0.1044030591873341,3.8436946285664417,5.813311950155325,0.01553513060777978,5.832592093904366,5.800898706919643,2.9315488819466595,0.26252831427497436,3.2573642075596854,2.721777370935536,40.0,120
5,2021-11-26 15:38:20.106623047,2021-11-26 15:38:50.106623047,56.97228910083333,-4.4274760675,56.9722958,-4.427472,56.9722884,-4.427483,0.062032069804600645,0.03673006731521212,0.0099999997764825,0.1824828681555326,3.662530803922618,5.831799759229749,0.004968875417885877,5.832592093904366,5.800898706919643,3.2439745366440804,0.08396907114811622,3.2573642075596854,2.721777370935536,40.0,120
6,2021-11-26 15:38:50.106623047,2021-11-26 15:39:20.106623047,56.972297053333335,-4.427478298333333,56.9722885,-4.4274829,56.972303,-4.4274748,0.08170861131538816,0.04943753209923135,0.0,0.2580697474793519,4.605378832092833,5.830743312996924,0.00745920926977039,5.832592093904366,5.800898706919643,3.2261216420899426,0.12605324569568893,3.2573642075596854,2.721777370935536,40.0,120
7,2021-11-26 15:39:20.106623047,2021-11-26 15:39:50.106623047,56.9723347225,-4.427382680833333,56.9723027,-4.4274749,56.9725336,-4.4270081,1.2634622589508533,1.580321345776495,0.0099999997764825,5.084849995713969,45.599375736449595,4.478348986049441,1.8675313133194578,5.832592093904366,0.019190093287031553,4.235071860639554,1.282870745296221,6.407661789233135,2.721777370935536,40.0,120
8,2021-11-26 15:39:50.106623047,2021-11-26 15:40:20.106623047,56.97276785166667,-4.4274450475,56.9725454,-4.426997699999999,56.9728051,-4.4280426,3.2888650066061116,1.2358169332724198,1.455231904101321,5.723853387101978,110.58423166236827,5.520453645007605,1.4481182854026877,7.999422886940014,3.3503438573218203,4.633030224041865,2.098161698516962,6.8318672070698705,0.10829643460401231,40.0,120
9,2021-11-26 15:40:20.106623047,2021-11-26 15:40:50.106623047,56.972980065,-4.428100225,56.9728081,-4.4280462,56.9731756,-4.4280305,1.543565582872403,0.43519262300154465,0.6420280205057508,2.202748330989544,53.812240794289465,7.317586125690528,0.25862530610868306,7.599024603183298,6.377653863281563,1.7872324973666838,0.9003950261455782,3.8074343903402914,0.0016048279568685096,40.0,120
